"Coast Conservation & Coastal Resource Management Department (for coastal zone projects only )"	""
"Floor area"	"Fee ( Rs.)"
"Floor area less than 1000 sq. ft"	"500.00"
"Floor area between  1001 - 3000 sq. ft"	"2,000.00"
"Floor area between 3001 - 5000 sq.ft"	"4,000.00"
"Floor area between 5001 - 10.000.00 sq.ft"	"10,000.00"
"Floor area more than 10,001 sq.ft"	"25,000.00"
